date,mempool_size_bytes,mempool_tx_count,miners_revenue_usd,cost_per_tx_usd,total_fees_usd,n_transactions,sopr,nupl,sth_sopr,realized_price,sopr_ma7,sopr_ma30,sopr_below_1,nupl_ma30,nupl_capitulation,nupl_euphoria,sth_sopr_ma7,sth_capitulation,mempool_ma7,mempool_congestion,miners_revenue_ma30,miners_revenue_ratio
2019-01-12,1885631.0,3169.0,,,,,0.9873561035894356,-0.2368,0.9609814063,4473.4151,0.9717417708900248,0.9790834416621446,1,-0.218,1,0,0.986305696442857,1,1608.8333333333333,1.9697503366828968,7300189.878314281,
2019-01-13,,,6266417.92080623,22.5502377614146,14.17709438,276997.0,0.9849142071396336,-0.2742,0.9639732197,4470.5888,0.9718825046013516,0.9801266779831272,1,-0.2123566666666666,1,0,0.9832927752142858,1,1608.8333333333333,,7170968.383625775,0.8738593709484204
2019-01-14,,,,,,,0.9885402719204086,-0.2188,0.9203388558,4469.1158,0.9719886249662102,0.9808035265159974,1,-0.2047066666666666,1,0,0.9757986184714288,1,1608.8333333333333,,7170968.383625775,
2019-01-15,1242416.5,2657.0,,,,,1.011373274181652,-0.2486,0.8936182595,4471.5722,0.9751084329665858,0.9820282761626058,0,-0.1982533333333333,1,0,0.9611753009857144,1,2288.0,1.1612762237762235,7528734.687317093,
2019-01-16,,,,,,,0.9922815871343028,-0.2393,0.9758028678,4470.1149,0.9742754384746248,0.9823332951920388,1,-0.1956866666666666,1,0,0.9571182795714286,1,2288.0,,7528734.687317093,
2019-01-17,3427634.5,7707.5,5891153.31180589,19.537341888967,23.48759589,296695.0,0.9826937318574482,-0.2272,0.9699581755,4467.3484,0.9895583071094628,0.9832858764677712,1,-0.1947433333333333,1,0,0.9542987774285712,1,4511.166666666667,1.708538072191229,7324037.015378192,0.8043587572586411
2019-01-18,,,,,,,0.988526885025228,-0.237,0.9641107307,4465.0084,0.9908122944068726,0.983213813092957,1,-0.1946066666666666,1,0,0.9498262164714284,1,4511.166666666667,,7324037.015378192,
2019-01-19,1683962.5,2787.5,,,,,0.98601490326293,-0.2104,0.9817068631,4463.158,0.990620694360229,0.9827298069481798,1,-0.1973366666666667,1,0,0.9527869960142856,1,4384.0,0.6358348540145985,7410049.971440318,
2019-01-20,,,,,,,0.9869814010239946,-0.2607,0.9829269318,4460.8105,0.9909160077722806,0.9828332336950144,1,-0.1995666666666666,1,0,0.9554946691714284,1,4384.0,,7410049.971440318,
2019-01-21,,,6879083.71968765,21.1639368925715,19.91907516,315202.0,0.9931813753078008,-0.2611,0.945180832,4458.7027,0.991579022541908,0.9828422445989686,1,-0.2030766666666666,1,0,0.9590435229142856,1,4384.0,,7343679.189971235,0.9367353259496888
2019-01-22,2135205.5,5329.0,,,,,0.9626384641367876,-0.2438,0.9548740704,4449.4678,0.9846169068212132,0.9820130058953204,1,-0.2058166666666666,1,0,0.9677943530428572,1,5274.666666666667,1.0103008088978769,7343679.189971235,
2019-01-23,,,,,,,0.9902443206713344,-0.252,0.9756256563,4446.8367,0.9843258687550748,0.9819357602170636,1,-0.2097833333333333,1,0,0.9677690371142856,1,5274.666666666667,,7216862.821113077,
2019-01-24,875738.0,2131.5,,,,,0.994489233017622,-0.246,0.9764605444,4445.2278,0.9860109403493852,0.9823927941422704,1,-0.2107966666666666,1,0,0.9686979469571428,1,3416.0,0.6239754098360656,7216862.821113077,
2019-01-25,,,6309969.92281265,20.8480330491225,24.82339222,301085.0,0.9917357986502242,-0.2473,0.9662455831,4442.1105,0.9864693565815276,0.9824748248739252,1,-0.21236,1,0,0.9690029258714288,1,3416.0,,7103501.208825524,0.8882901174104151
2019-01-26,1878110.0,5162.0,,,,,0.9887454388979418,-0.2482,0.9763196203,4439.7463,0.986859433100815,0.9826129956498364,1,-0.2115333333333333,1,0,0.9682333197571428,1,4207.5,1.2268568033273917,7103501.208825524,
2019-01-27,,,,,,,0.987211972864318,-0.2544,0.9767033592,4437.6498,0.9868923719351468,0.9837082407158249,1,-0.2142466666666666,1,0,0.9673442379571427,1,4207.5,,6989881.921232922,
2019-01-28,,,,,,,0.9811036933074778,-0.2899,0.9673976507,4431.019,0.9851669887922436,0.9833979648473364,1,-0.2175766666666666,1,0,0.9705180692,1,4207.5,,6989881.921232922,
