date,price_usd,cusum_pos,mr_score_30d,adx,cusum_neg,structural_break_score,eth_btc_ratio,m2_yoy_growth,volatility_7d,basis_ma7,nupl_ma30,hurst_60d,eth,bb_position,eth_pctchg_30d,stablecoin_zscore,btc_gold_corr_30d,stablecoin_supply_change_30d,copper_return_30d,fractal_dimension_30d,kpss_stat_30d,half_life_60d,sortino_30d,volume_sma20_ratio,aroon_down_30d,basis_pct,fed_balance_sheet,velocity,price_fracdiff_05,fed_fracdiff_05,reserveRisk,puellMultiple,funding_rate_ma7
2019-01-13,3476.81,0.0400773655716958,58.90938573571362,36.58821725337248,0.0786206439624793,50.10412006641496,0.0328298143924682,0.0337280012740168,0.7430356934826424,0.0,-0.2123566666666666,0.8421399336185619,116.8978042602539,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4056563.0,-0.1061374308208051,2.919880727912337,5.51398767613262,0.0011233497999999,0.8055000000000001,0.0001
2019-01-14,3626.09,0.0393229675706625,58.90938573571362,36.436114691330246,0.077866245961446,50.10412006641496,0.0350785167594265,0.0337280012740168,0.8323707893691484,0.0,-0.2047066666666666,0.8421399336185619,129.0687255859375,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4056563.0,-0.1061374308208051,2.9748448688558984,5.514000970685137,0.0011233497999999,0.8055000000000001,0.0001
2019-01-15,3553.06,0.0399174554209153,58.90938573571362,36.29487659800455,0.0784607338116989,50.10412006641496,0.0339223569644319,0.0337280012740168,0.823579141772113,0.0,-0.1982533333333333,0.8421399336185619,122.03271484375,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4056563.0,-0.1061374308208051,2.947716991951946,5.514011384751276,0.0011233497999999,0.8055000000000001,0.0001
2019-01-16,3591.84,0.0404128237335584,58.90938573571362,36.16416987833433,0.078956102124342,50.10412006641496,0.0341717426566292,0.0337280012740168,0.8371941305672566,0.0,-0.1956866666666666,0.8421399336185619,123.54706573486328,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4050044.0,-0.1061374308208051,2.9638828031721864,5.512411546671286,0.0011233497999999,0.8055000000000001,0.0001
2019-01-17,3616.21,0.040924988211348,58.90938573571362,36.0427993529256,0.0794682666021315,50.10412006641496,0.0336705274743749,0.0337280012740168,0.4058337689332683,0.0,-0.1947433333333333,0.8421399336185619,123.7419204711914,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4050044.0,-0.1061374308208051,2.969725471576933,5.512901144124042,0.0011233497999999,0.8055000000000001,0.0001
2019-01-18,3594.87,0.0414484451818219,58.90938573571362,35.82773794870636,0.0799917235726055,50.10412006641496,0.0335401290970849,0.0337280012740168,0.4189093047442457,0.0,-0.1946066666666666,0.8421399336185619,121.01026153564452,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4050044.0,-0.1061374308208051,2.9622282372469595,5.5130760936987695,0.0011233497999999,0.8055000000000001,0.0001
2019-01-19,3665.3,0.0416720983878653,58.90938573571362,33.72243654930765,0.0802153767786489,50.10412006641496,0.033758161714634,0.0337280012740168,0.4531033006103313,0.0,-0.1973366666666667,0.8421399336185619,124.5190200805664,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4050044.0,-0.1061374308208051,2.983765232112701,5.513177074897127,0.0011233497999999,0.8055000000000001,0.0001
2019-01-20,3539.28,0.0416999644054999,58.90938573571362,32.86303947162061,0.0802432427962834,50.10412006641496,0.0338195713384876,0.0337280012740168,0.5266541992098167,0.0,-0.1995666666666666,0.8421399336185619,119.4748306274414,0.1663156034995295,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8803060456728382,93.33333333333331,0.0,4050044.0,-0.1061374308208051,2.944169723985764,5.513246330502996,0.0011233497999999,0.8055000000000001,0.0001
2019-01-21,3526.9,0.0421194786171801,58.90938573571362,32.06502789948238,0.0806627570079636,50.10412006641496,0.0330294533493971,0.0337280012740168,0.4492496719788684,0.0,-0.2030766666666666,0.8421399336185619,117.15785217285156,0.216483744826771,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8355092096166775,93.33333333333331,0.0,4050044.0,-0.184146180456689,2.950080057873244,5.51329828665005,0.0011233497999999,0.8055000000000001,0.0001
2019-01-22,3570.93,0.0423917966600893,58.90938573571362,31.76762648731273,0.0809350750508728,50.10412006641496,0.032953047130606,0.0337280012740168,0.444665152721884,0.0,-0.2058166666666666,0.8421399336185619,118.74755096435548,0.3096170882110401,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.928293634995877,93.33333333333331,0.0,4050044.0,-0.0088240386636984,2.966921426940095,5.5133357296827175,0.0011233497999999,0.8055000000000001,0.0001
2019-01-23,3552.82,0.0427540511676589,58.90938573571362,31.31454296112966,0.0812973295584424,50.10412006641496,0.0326954385433303,0.0337280012740168,0.4432366483960245,0.0,-0.2097833333333333,0.8421399336185619,117.45260620117188,0.3155598762927906,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.918303178209415,93.33333333333331,0.0,4047052.0,0.2371846956066558,2.959718857020162,5.5126271885875,0.0011233497999999,0.8055000000000001,0.0001
2019-01-24,3569.62,0.0430641151381424,58.90938573571362,31.012306277217256,0.0816073935289259,50.10412006641496,0.0328106739017821,0.0337280012740168,0.4186931370921579,0.0,-0.2107966666666666,0.8421399336185619,117.36288452148438,0.3137845093747801,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8611177793747071,93.33333333333331,0.0,4047052.0,-0.1448880198470847,2.9656737042441765,5.512874432525072,0.0011233497999999,0.8055000000000001,0.0001
2019-01-25,3565.29,0.0433784252619977,58.90938573571362,30.810064319174845,0.0819217036527812,50.10412006641496,0.032633148883889,0.0337280012740168,0.4004379427531981,0.0,-0.21236,0.8421399336185619,116.37834167480467,0.3192890821099369,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8750905613774749,93.33333333333331,0.0,4047052.0,0.04438334706369,2.9635088358670965,5.512973877168795,0.0011233497999999,0.8055000000000001,0.0001
2019-01-26,3565.25,0.0436705749088855,58.90938573571362,29.45382161305212,0.0822138532996691,50.10412006641496,0.0323022759285367,0.0337280012740168,0.367313737775735,0.0,-0.2115333333333333,0.8421399336185619,116.48873901367188,0.3914355043999153,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.8933478891540738,93.33333333333331,0.0,4047052.0,-0.0648742021703807,2.9634167127806883,5.513036855889901,0.0011233497999999,0.8055000000000001,0.0001
2019-01-27,3550.84,0.0439487408723845,58.90938573571362,28.29998647614305,0.082492019263168,50.10412006641496,0.0319126858106292,0.0337280012740168,0.1969941506777169,0.0,-0.2142466666666666,0.8421399336185619,113.40528869628906,0.3255055044961238,-0.239728311803311,0.0752652606412508,0.2213478021841723,0.6186827203100886,0.0571428934733073,2.0,0.6683251362019678,3.334595051310867,0.0,0.9723138058954692,93.33333333333331,0.0,4047052.0,-0.1731403589515145,2.959565521884704,5.513083297398014,0.0011233497999999,0.8055000000000001,0.0001
